Intention,Usefulness,Ease,Trust,Gender,Condition,AgeGroup
100,100,100,100.0,0,0,0
30,60,61,30.0,1,1,0
85,91,76,25.0,1,0,0
50,81,21,30.0,1,0,0
100,100,95,91.0,1,1,0
52,60,100,73.0,0,0,0
54,65,50,79.0,0,2,0
50,64,89,88.0,0,2,0
100,50,100,100.0,1,1,0
100,86,100,100.0,0,2,0
41,66,60,85.0,0,1,0
16,100,27,91.0,0,2,0
26,18,69,50.0,0,0,2
50,100,80,25.0,1,0,2
43,100,50,75.0,0,1,0
70,50,80,90.0,0,0,0
99,100,100,100.0,0,0,2
100,50,80,90.0,0,2,0
12,1,30,20.0,1,1,2
50,50,50,100.0,0,2,0
69,81,81,37.0,0,1,2
100,100,100,100.0,0,2,0
0,5,13,5.0,0,0,2
0,0,0,0.0,0,0,2
100,100,70,100.0,0,2,2
25,15,50,50.0,1,0,0
82,75,0,100.0,0,2,0
60,100,80,100.0,0,1,0
50,40,50,100.0,1,1,1
0,0,100,100.0,1,1,0
12,50,0,0.0,1,0,2
36,50,52,61.0,1,2,0
50,50,50,100.0,0,2,0
22,11,50,50.0,0,2,0
96,75,75,26.0,0,1,0
1,0,100,25.0,0,2,0
100,100,100,50.0,0,1,0
30,29,0,28.0,1,2,0
100,98,100,80.0,0,2,2
50,75,50,50.0,1,0,2
63,26,30,94.0,0,2,0
77,90,50,71.0,1,2,2
30,0,37,20.0,1,0,1
100,100,40,75.0,0,1,0
25,50,21,100.0,1,2,1
50,34,50,23.0,1,2,1
50,50,50,50.0,0,2,2
50,100,50,50.0,0,1,0
100,86,100,83.0,1,1,0
100,100,90,85.0,1,1,2
0,23,16,90.0,0,0,2
0,0,0,12.0,1,2,1
83,82,100,100.0,0,0,0
100,82,100,100.0,0,2,0
0,0,14,30.0,1,0,0
0,0,50,54.0,1,1,0
81,50,75,87.0,1,1,2
51,68,47,100.0,0,1,0
20,50,25,80.0,0,2,2
65,71,30,40.0,1,0,1
100,50,79,83.0,0,2,1
0,100,100,0.0,0,0,1
50,50,50,50.0,0,2,3
14,23,18,17.0,1,0,2
0,21,27,0.0,1,1,2
14,0,15,29.0,1,0,1
82,26,100,100.0,0,2,2
36,50,37,76.0,1,2,2
37,50,28,20.0,0,2,1
17,50,28,32.0,1,1,2
100,100,82,100.0,0,0,1
100,100,100,100.0,0,0,1
77,79,92,32.0,0,0,3
0,0,0,20.0,0,1,1
85,85,80,85.0,0,0,2
100,100,100,50.0,1,1,0
90,92,91,86.0,0,0,0
100,100,100,100.0,0,2,0
100,89,100,95.0,1,0,1
100,95,100,100.0,1,1,0
88,89,81,99.0,0,0,1
60,59,20,50.0,1,2,1
60,40,13,60.0,1,1,0
50,85,82,54.0,1,1,0
0,0,67,60.0,1,0,2
7,16,50,12.0,1,1,1
15,5,50,50.0,1,1,0
58,89,100,32.0,0,2,2
10,15,50,30.0,1,1,1
15,30,0,10.0,1,0,1
68,75,69,77.0,0,2,3
22,0,20,19.0,0,0,1
50,60,35,40.0,0,1,2
50,9,0,25.0,1,1,0
10,29,46,100.0,0,2,0
77,50,80,100.0,0,1,2
100,85,85,50.0,0,2,2
94,85,95,85.0,0,1,2
84,100,100,100.0,0,0,0
100,100,85,100.0,1,2,0
50,66,39,33.0,0,1,0
88,87,87,80.0,1,0,2
18,38,0,0.0,0,1,2
29,71,63,84.0,0,2,0
5,1,50,2.0,0,2,0
82,73,100,60.0,0,2,2
0,25,0,4.0,1,1,2
100,100,100,50.0,0,2,0
50,50,50,50.0,0,0,0
40,22,20,100.0,0,0,2
50,79,68,15.0,1,2,0
100,81,77,77.0,0,2,0
26,73,50,9.0,1,1,0
50,50,50,26.0,1,2,4
100,80,100,100.0,0,0,2
100,80,100,100.0,1,0,3
69,69,39,89.0,0,1,0
10,80,60,98.0,1,0,0
50,50,16,50.0,1,0,2
5,65,95,45.0,1,1,0
88,50,66,96.0,0,2,2
55,65,75,50.0,1,0,0
31,50,26,32.0,1,1,2
100,99,100,95.0,0,2,0
85,88,81,98.0,0,2,3
50,67,50,93.0,1,1,3
50,50,50,50.0,1,0,3
0,3,2,23.0,1,0,2
0,0,50,89.0,0,2,1
50,50,31,25.0,1,0,2
0,22,4,25.0,0,1,2
50,100,50,100.0,1,0,2
77,78,65,80.0,1,1,0
90,88,100,75.0,0,1,0
34,77,100,45.0,1,2,0
50,50,100,50.0,1,2,1
62,100,90,100.0,1,0,0
85,91,73,100.0,0,0,0
100,100,100,91.0,0,1,0
23,0,18,28.0,0,0,1
50,100,100,50.0,0,0,3
50,50,36,100.0,0,0,1
0,99,1,1.0,1,1,1
82,86,83,83.0,1,0,2
100,100,100,100.0,0,0,2
30,70,10,50.0,1,0,2
40,60,50,70.0,1,0,0
50,76,100,100.0,1,0,1
50,50,50,100.0,1,0,1
13,17,24,100.0,0,2,3
100,98,50,89.0,1,0,0
30,33,20,14.0,1,0,1
13,18,23,31.0,1,0,2
52,64,46,63.0,0,1,0
100,100,100,90.0,0,0,2
25,50,25,25.0,0,1,0
99,100,100,85.0,0,2,0
0,19,5,11.0,0,1,3
100,93,50,100.0,0,0,0
50,100,50,80.0,1,0,0
50,73,98,50.0,0,2,2
76,50,64,27.0,1,2,2
28,36,52,100.0,1,0,0
50,100,100,70.0,0,2,0
85,66,78,74.0,0,2,0
100,100,100,100.0,0,0,0
94,100,100,100.0,0,2,2
100,100,80,100.0,0,1,0
100,70,80,100.0,0,1,0
79,50,50,40.0,0,2,2
76,50,79,69.0,1,2,2
50,75,35,50.0,1,1,0
100,79,100,100.0,0,1,2
71,79,64,29.0,0,2,2
0,68,50,40.0,0,0,0
50,50,50,100.0,0,2,0
50,50,50,50.0,0,0,2
31,50,30,40.0,0,2,3
100,100,100,100.0,0,2,2
84,50,100,93.0,1,2,0
75,100,100,100.0,1,1,0
65,70,85,97.0,1,1,3
100,100,100,100.0,1,0,0
100,98,58,100.0,0,1,0
0,9,6,32.0,1,1,2
22,86,43,34.0,1,0,2
100,100,100,100.0,1,0,0
76,92,91,100.0,0,2,0
9,36,15,6.0,1,2,2
90,100,50,100.0,0,0,1
67,74,50,89.0,1,0,1
100,100,100,100.0,0,1,0
80,70,61,91.0,0,0,0
9,9,9,27.0,0,2,1
91,88,81,88.0,0,0,2
0,100,42,100.0,1,0,0
50,100,79,82.0,0,0,0
70,50,71,70.0,0,1,3
50,50,75,85.0,1,0,1
50,85,100,82.0,0,2,3
0,73,76,46.0,1,1,3
95,50,50,80.0,0,1,2
45,80,30,70.0,1,2,1
100,100,100,100.0,0,1,1
76,77,73,84.0,1,0,0
57,50,100,100.0,1,2,0
67,77,77,86.0,0,0,2
24,71,20,77.0,1,0,0
4,0,100,21.0,0,2,3
0,0,100,100.0,0,2,0
50,35,80,70.0,0,2,0
85,35,100,30.0,0,1,0
53,50,50,50.0,0,1,0
50,89,91,35.0,0,0,2
89,99,90,90.0,0,0,3
2,0,8,56.0,0,0,0
13,31,30,14.0,0,2,2
50,50,50,66.0,1,1,2
96,100,100,75.0,1,1,1
50,50,50,44.0,1,2,1
50,0,50,80.0,0,0,2
0,68,25,56.0,0,1,2
100,91,100,90.0,0,1,0
95,100,96,100.0,0,1,0
0,0,0,0.0,1,1,1
100,0,50,100.0,0,2,0
30,75,24,30.0,1,1,2
95,79,78,95.0,0,1,2
50,47,44,38.0,1,1,0
90,74,32,77.0,0,2,1
50,50,100,100.0,0,0,0
50,50,50,50.0,1,0,2
100,100,80,100.0,0,2,0
62,50,50,35.0,1,2,0
20,14,12,18.0,1,0,2
30,50,30,35.0,0,0,2
41,75,29,68.0,0,0,2
21,50,50,100.0,1,2,0
100,100,100,100.0,0,0,0
4,14,7,12.0,1,2,2
70,97,81,100.0,0,0,0
50,100,50,50.0,0,2,3
50,90,40,70.0,0,2,2
50,73,21,50.0,0,0,1
0,10,50,100.0,1,0,1
80,85,75,95.0,0,0,0
53,27,43,100.0,1,0,1
76,71,57,84.0,1,0,1
50,50,50,66.0,0,2,0
90,0,51,65.0,1,2,0
80,76,50,95.0,1,0,3
21,24,17,14.0,1,1,2
75,74,50,82.0,0,2,0
50,50,50,50.0,0,2,2
100,100,100,50.0,0,0,2
82,75,68,50.0,1,1,2
89,82,82,95.0,0,1,3
81,93,50,25.0,1,0,2
97,93,90,97.0,0,0,3
25,8,100,97.0,0,2,1
50,26,50,84.0,1,2,0
71,60,70,69.0,1,0,0
84,75,40,72.0,0,1,0
0,100,8,98.0,1,1,0
54,50,50,50.0,0,1,0
100,100,100,95.0,0,2,2
100,100,50,100.0,0,1,0
50,50,50,50.0,0,2,0
100,77,100,100.0,0,1,0
65,100,60,40.0,1,1,0
100,100,100,94.0,0,2,2
100,91,91,98.0,0,2,0
100,100,100,100.0,0,0,0
64,40,50,62.0,1,2,1
100,29,100,34.0,0,1,0
100,100,100,100.0,0,1,0
39,20,19,32.0,1,0,2
100,100,100,100.0,0,0,2
100,100,81,91.0,0,0,2
19,30,30,80.0,1,0,0
33,1,24,29.0,1,2,2
80,90,100,50.0,0,1,3
100,100,100,100.0,0,2,0
97,66,50,99.0,1,2,0
20,11,4,50.0,1,0,1
66,50,50,4.0,0,2,1
100,50,100,86.0,0,0,0
19,72,25,66.0,0,2,2
30,50,34,70.0,1,2,1
50,50,50,50.0,0,0,0
100,100,100,100.0,0,1,1
100,75,100,50.0,1,2,1
0,0,0,100.0,0,1,0
100,100,50,100.0,0,2,2
100,100,95,95.0,1,0,1
50,50,18,79.0,1,2,2
50,0,25,50.0,0,2,0
60,95,39,75.0,1,1,0
76,74,73,86.0,0,0,2
50,30,50,50.0,1,0,0
38,89,52,50.0,0,2,0
100,91,100,75.0,0,0,1
30,35,29,50.0,1,0,1
50,100,50,92.0,0,2,0
100,100,100,28.0,0,0,2
100,100,100,100.0,0,1,1
100,100,100,100.0,0,0,0
29,92,77,100.0,0,2,0
100,100,100,100.0,0,0,0
100,100,100,100.0,0,2,0
50,50,50,50.0,0,1,0
49,49,49,49.0,0,2,2
58,58,58,58.0,0,0,2
62,40,87,100.0,0,0,1
100,100,60,100.0,0,0,0
23,76,75,100.0,0,0,0
61,87,68,50.0,1,0,0
65,60,72,88.0,0,2,2
0,60,100,49.0,0,0,0
60,89,57,90.0,0,0,1
44,45,67,44.0,0,2,0
100,100,100,100.0,0,0,0
72,100,100,100.0,0,1,0
70,98,61,100.0,0,0,0
0,0,100,0.0,0,2,1
100,100,100,50.0,0,2,0
66,28,34,91.0,0,1,3
100,100,100,40.0,0,2,0
50,100,50,83.0,1,1,0
63,76,87,82.0,1,0,0
38,100,28,100.0,0,0,0
100,100,100,50.0,0,2,2
3,0,0,9.0,1,2,2
100,100,100,100.0,0,2,0
85,100,100,87.0,1,2,2
50,80,80,98.0,0,2,2
79,68,73,70.0,0,2,3
60,30,30,40.0,0,0,3
16,28,8,80.0,1,0,1
71,60,50,50.0,0,2,0
100,80,100,90.0,0,2,0
80,100,100,100.0,1,2,2
31,25,0,0.0,0,2,1
85,91,70,79.0,1,0,1
75,50,100,50.0,1,0,0
0,0,0,50.0,1,0,1
100,50,100,50.0,0,2,1
0,80,10,65.0,0,0,0
100,69,30,100.0,0,0,0
50,100,50,91.0,0,1,0
100,100,100,100.0,0,1,0
50,100,50,50.0,0,2,0
50,50,50,50.0,0,0,0
20,50,29,50.0,1,1,0
80,30,30,50.0,0,1,1
100,100,100,100.0,0,2,0
100,85,100,100.0,0,0,2
100,100,100,100.0,0,0,0
96,100,100,100.0,0,0,0
25,50,5,50.0,0,1,0
100,100,100,100.0,0,1,1
80,75,75,100.0,0,1,0
100,100,100,91.0,0,1,2
50,50,35,26.0,1,0,2
70,80,100,80.0,0,0,2
50,80,91,33.0,0,1,0
20,16,10,35.0,0,0,2
14,24,0,40.0,1,0,0
0,0,79,80.0,1,2,2
64,50,70,67.0,0,0,3
69,67,71,37.0,0,2,2
45,51,50,50.0,0,1,0
20,38,70,60.0,1,1,0
0,12,78,84.0,1,1,0
60,65,65,100.0,1,1,0
80,30,90,90.0,1,0,3
80,80,75,98.0,1,2,0
71,84,50,50.0,0,2,0
50,51,50,58.0,1,1,0
0,50,0,11.0,1,0,1
76,70,89,68.0,0,0,0
27,30,69,75.0,1,0,2
19,50,22,39.0,0,2,0
82,86,77,96.0,1,1,2
19,65,32,26.0,1,1,0
78,50,50,83.0,1,1,3
98,97,98,97.0,1,2,2
75,75,74,50.0,0,2,2
50,50,100,99.0,1,0,3
95,90,66,65.0,0,0,2
0,15,50,34.0,1,0,2
50,50,50,50.0,0,0,3
38,75,9,100.0,1,2,0
100,75,100,75.0,0,0,0
10,18,11,80.0,1,2,2
12,17,50,50.0,1,2,2
89,64,29,88.0,1,1,0
62,50,57,82.0,1,2,0
72,50,72,50.0,0,0,1
50,100,100,97.0,0,0,2
61,50,50,70.0,0,1,1
50,50,50,50.0,1,1,2
91,100,100,100.0,1,0,0
100,100,100,100.0,0,1,0
30,87,50,72.0,0,0,1
32,80,85,10.0,0,0,2
50,80,75,91.0,0,1,2
31,50,100,50.0,0,2,0
50,50,50,50.0,0,1,0
90,91,50,35.0,1,0,2
100,100,100,100.0,0,0,0
100,100,100,100.0,0,1,0
100,97,100,100.0,0,1,0
100,100,100,100.0,0,2,0
73,50,76,95.0,1,0,2
22,50,10,66.0,1,0,1
31,25,83,89.0,0,2,0
0,50,95,50.0,1,0,0
89,78,75,100.0,1,0,0
100,100,100,100.0,0,2,0
76,81,75,95.0,1,2,2
20,40,30,60.0,1,1,2
75,50,100,70.0,0,2,0
9,22,50,100.0,0,0,0
80,60,4,38.0,0,2,2
27,80,28,72.0,1,2,3
100,100,100,50.0,0,0,0
50,50,50,50.0,1,2,0
5,26,1,80.0,0,0,2
100,93,100,100.0,1,0,0
21,69,50,90.0,1,0,2
50,40,20,100.0,0,1,2
40,25,20,35.0,0,0,2
100,100,95,94.0,0,1,0
77,50,78,55.0,0,2,2
95,95,95,95.0,0,0,3
88,92,90,82.0,0,2,3
50,20,19,100.0,0,1,2
76,74,80,61.0,0,2,1
61,50,50,85.0,1,2,0
10,17,13,25.0,1,2,2
0,0,18,12.0,1,1,2
28,50,87,50.0,1,2,0
23,77,100,27.0,1,0,0
93,100,98,75.0,0,2,0
100,74,100,81.0,1,0,0
60,60,50,75.0,1,1,2
50,88,90,100.0,0,1,0
81,74,76,100.0,0,1,0
50,78,18,95.0,0,1,2
50,50,50,42.0,1,2,2
40,100,50,51.0,0,0,0
100,100,50,0.0,0,2,0
95,95,95,100.0,0,2,0
100,100,50,100.0,0,0,0
100,75,50,100.0,0,0,0
10,10,10,70.0,1,0,2
100,100,100,100.0,0,0,2
53,67,57,100.0,0,2,0
29,48,50,80.0,1,0,0
50,73,53,35.0,0,2,0
32,62,38,21.0,1,2,2
77,50,74,100.0,0,2,2
100,91,100,70.0,0,0,0
63,50,66,50.0,1,2,1
16,100,50,15.0,1,1,2
100,85,71,84.0,0,1,0
83,87,50,77.0,0,2,2
100,50,100,89.0,1,0,2
76,72,77,100.0,0,1,1
57,86,73,50.0,1,1,2
0,0,0,0.0,0,1,2
50,50,50,50.0,1,2,2
100,0,100,100.0,0,2,0
7,36,11,100.0,1,1,0
36,50,35,69.0,1,1,1
32,43,39,28.0,0,2,1
25,26,22,35.0,1,1,3
100,92,86,77.0,0,2,2
80,85,80,90.0,1,0,0
54,50,85,88.0,1,0,0
100,95,100,100.0,0,2,3
100,100,100,100.0,0,2,2
50,89,40,65.0,1,0,2
90,100,100,100.0,1,1,0
25,25,75,63.0,1,0,3
100,100,100,100.0,1,0,0
71,70,80,68.0,0,2,3
24,3,11,14.0,1,2,2
9,58,19,18.0,0,1,1
50,75,100,100.0,0,1,0
100,97,69,66.0,0,1,2
92,98,100,88.0,0,0,0
91,50,50,50.0,1,1,2
88,50,50,21.0,0,2,3
82,77,58,100.0,1,2,2
5,24,18,26.0,0,2,2
71,70,70,70.0,0,0,2
76,75,49,83.0,0,0,0
63,67,76,72.0,0,2,0
60,85,50,91.0,1,0,1
90,90,88,77.0,1,2,2
28,26,19,11.0,0,0,0
20,30,30,31.0,0,2,3
12,25,14,6.0,1,2,2
50,50,20,50.0,1,0,3
64,80,60,60.0,0,0,0
89,50,95,95.0,0,1,2
4,50,5,1.0,0,2,2
100,80,100,50.0,0,2,1
79,100,80,80.0,0,2,1
50,69,50,50.0,1,1,1
50,50,73,31.0,1,2,1
100,100,100,50.0,0,0,0
50,75,70,50.0,0,2,3
62,65,41,41.0,0,2,1
70,100,30,50.0,1,1,2
100,96,90,86.0,0,1,0
50,100,100,100.0,1,1,1
0,3,19,100.0,1,1,2
50,40,69,50.0,0,0,1
50,50,100,50.0,1,2,1
100,50,50,50.0,0,2,1
82,100,100,100.0,0,0,0
24,15,75,100.0,0,1,2
20,25,25,20.0,0,1,2
50,50,41,0.0,1,1,0
83,50,85,50.0,1,1,3
0,80,68,90.0,0,0,2
50,70,88,100.0,1,1,0
50,80,75,25.0,0,0,2
50,50,50,80.0,1,0,2
50,50,75,95.0,0,0,0
34,69,77,11.0,0,2,0
0,10,10,50.0,1,0,2
17,20,32,10.0,0,1,2
50,50,38,91.0,1,0,0
94,90,99,89.0,0,1,1
100,100,100,95.0,1,2,1
86,90,85,69.0,1,0,0
100,100,100,100.0,0,1,0
100,88,84,84.0,0,0,0
61,99,100,60.0,1,0,0
100,100,100,80.0,0,0,0
70,100,100,100.0,1,1,0
100,100,100,100.0,1,1,0
50,33,78,100.0,1,0,0
50,100,50,35.0,1,2,2
78,50,50,50.0,0,1,0
50,50,50,78.0,0,0,3
50,100,50,100.0,0,0,0
100,100,100,100.0,1,2,0
100,50,50,50.0,0,1,0
100,100,50,100.0,0,0,0
90,100,84,100.0,0,0,0
50,64,50,95.0,1,1,2
27,33,18,19.0,1,0,0
58,100,65,100.0,0,2,0
25,37,7,23.0,0,2,0
50,0,100,0.0,1,1,0
83,84,81,82.0,0,2,2
100,100,100,100.0,0,1,0
100,100,100,100.0,1,1,0
0,0,14,7.0,1,1,1
70,84,65,80.0,0,1,2
100,100,50,100.0,1,0,0
99,97,98,94.0,1,0,1
50,80,38,75.0,0,1,1
90,97,95,100.0,0,0,3
100,93,75,100.0,0,2,1
50,11,77,65.0,1,0,1
28,93,9,74.0,1,0,2
100,93,88,99.0,1,0,0
23,66,50,27.0,0,2,2
50,50,85,84.0,0,0,3
0,0,49,20.0,1,2,1
100,100,100,100.0,0,2,1
26,30,79,66.0,0,2,3
100,88,75,73.0,0,1,2
82,100,89,94.0,0,1,2
0,0,5,12.0,0,0,3
100,75,100,90.0,0,0,0
1,0,0,0.0,0,1,3
20,50,80,50.0,0,0,2
22,19,20,25.0,0,2,2
28,75,36,8.0,1,2,0
100,100,100,0.0,1,1,0
0,0,0,60.0,0,0,0
29,50,44,40.0,1,1,0
100,72,71,82.0,0,2,0
0,0,0,25.0,1,2,2
90,100,100,81.0,0,1,1
100,100,55,100.0,0,0,1
77,50,90,88.0,0,1,2
36,50,100,96.0,0,1,0
61,50,72,88.0,1,2,1
50,50,100,50.0,0,2,1
60,74,61,31.0,1,1,1
81,87,75,83.0,1,0,1
90,85,95,85.0,0,0,1
85,94,88,82.0,0,0,1
90,85,91,85.0,0,1,2
80,80,75,50.0,0,0,2
100,80,100,21.0,1,2,0
100,100,50,100.0,0,1,2
67,50,29,92.0,1,1,1
21,23,8,50.0,1,1,1
50,50,50,50.0,0,2,1
23,54,24,68.0,1,2,0
100,100,100,100.0,0,2,0
100,85,80,100.0,0,2,0
100,82,100,100.0,0,0,0
0,50,90,100.0,1,2,2
70,39,85,83.0,0,1,1
50,41,50,69.0,0,2,2
81,33,70,74.0,0,0,0
100,100,100,100.0,0,1,2
100,100,100,50.0,0,0,0
100,100,100,100.0,1,0,2
100,100,100,100.0,0,0,0
100,100,77,100.0,0,1,0
15,34,22,23.0,0,2,2
100,100,100,100.0,0,1,3
16,15,22,96.0,1,2,3
19,50,16,50.0,1,0,3
10,15,15,30.0,1,1,2
36,50,50,39.0,0,1,0
50,100,100,75.0,0,0,0
100,100,100,50.0,0,2,1
0,100,98,100.0,0,1,0
100,100,100,87.0,0,1,0
87,81,78,57.0,0,1,0
50,76,25,25.0,0,2,2
37,32,28,5.0,1,0,1
21,86,50,41.0,0,1,0
75,75,10,10.0,0,2,2
100,100,100,100.0,0,0,0
6,8,11,20.0,1,2,2
80,30,50,20.0,0,2,2
15,100,0,0.0,1,2,2
100,75,100,75.0,1,1,1
98,100,100,100.0,1,1,1
68,34,86,69.0,0,0,1
88,21,86,89.0,0,2,0
100,100,100,79.0,0,0,0
33,35,19,39.0,0,2,1
81,80,80,80.0,0,1,1
39,62,64,42.0,0,2,0
100,100,100,100.0,0,0,0
71,90,51,84.0,0,2,1
100,100,100,33.0,1,1,1
84,50,100,79.0,0,0,1
25,37,64,29.0,1,1,1
62,62,78,70.0,0,0,1
81,80,80,100.0,1,0,1
70,78,89,97.0,1,0,1
25,50,17,25.0,1,2,2
50,49,50,100.0,0,2,0
21,75,50,100.0,0,2,0
100,100,100,100.0,0,0,0
65,67,28,35.0,0,0,3
100,100,100,68.0,0,0,0
100,100,100,100.0,0,0,3
80,100,100,69.0,0,1,0
79,76,82,85.0,0,0,3
20,50,40,44.0,1,0,0
82,87,61,100.0,0,1,0
100,80,95,100.0,1,2,0
90,100,76,100.0,0,0,1
100,100,15,45.0,1,2,0
24,70,35,21.0,0,2,1
100,90,100,100.0,0,0,0
81,80,85,80.0,1,0,1
66,68,66,37.0,0,1,2
0,50,90,82.0,1,2,0
0,0,0,12.0,0,1,0
0,0,10,0.0,0,0,0
100,57,100,97.0,1,2,0
100,50,100,50.0,0,1,2
73,92,79,50.0,0,2,3
95,97,97,91.0,0,2,3
71,69,84,100.0,1,2,3
11,15,11,50.0,0,1,1
20,70,22,25.0,1,0,2
50,50,20,42.0,1,2,0
100,100,100,100.0,0,1,0
61,52,45,60.0,0,2,0
100,85,90,100.0,1,0,0
50,64,51,69.0,1,1,0
100,70,68,78.0,0,2,0
80,100,75,65.0,0,1,0
100,100,100,100.0,1,1,0
0,0,0,100.0,1,2,0
50,25,39,85.0,1,1,3
71,88,72,76.0,0,1,3
100,100,100,96.0,1,2,0
6,100,31,14.0,1,0,2
97,100,100,96.0,0,1,3
82,95,80,100.0,1,0,0
100,96,100,100.0,0,0,3
25,50,0,87.0,0,0,1
1,18,0,69.0,1,1,2
100,100,100,50.0,0,2,0
100,100,100,100.0,0,1,2
30,70,20,50.0,1,0,2
77,92,83,88.0,0,0,2
85,85,80,75.0,0,0,2
100,100,100,80.0,0,1,0
100,100,100,100.0,0,1,2
61,65,100,34.0,0,0,1
38,50,75,50.0,1,1,2
79,50,85,83.0,0,2,0
50,76,50,45.0,1,0,0
100,100,100,100.0,0,2,2
100,75,50,100.0,0,1,0
50,50,100,100.0,0,0,0
85,70,50,60.0,0,0,0
100,50,75,100.0,0,2,0
75,89,66,80.0,1,2,3
100,50,100,50.0,0,2,1
50,50,70,24.0,1,2,1
100,100,74,100.0,0,0,2
0,100,100,80.0,0,1,0
100,100,100,100.0,0,1,0
100,100,100,64.0,0,1,0
76,70,100,0.0,0,2,0
100,100,100,100.0,0,1,4
100,100,100,50.0,0,1,0
50,100,50,50.0,1,2,1
59,50,53,50.0,1,2,0
30,30,50,30.0,0,2,2
50,50,50,50.0,1,2,1
0,31,90,50.0,0,2,2
50,70,68,85.0,0,0,0
0,31,0,80.0,1,0,1
44,73,63,71.0,1,0,2
77,86,81,65.0,0,2,2
0,0,50,100.0,0,1,2
0,0,0,0.0,1,1,2
35,75,34,50.0,1,1,1
80,80,75,90.0,0,1,3
85,100,30,100.0,1,1,0
90,81,84,85.0,1,2,0
50,80,50,99.0,1,0,1
2,2,8,27.0,0,0,1
50,34,59,31.0,0,2,3
100,100,95,92.0,0,0,0
100,100,100,94.0,1,1,1
81,50,77,27.0,1,1,2
28,50,50,17.0,1,2,2
69,80,50,65.0,0,0,0
60,72,30,27.0,0,0,0
50,0,50,83.0,1,1,0
79,87,100,80.0,0,1,0
95,94,32,100.0,0,1,0
40,38,30,48.0,0,1,0
60,9,55,100.0,0,0,0
40,81,80,75.0,1,1,1
31,63,67,22.0,1,1,1
83,85,80,94.0,1,2,0
0,82,0,58.0,0,2,0
50,50,72,81.0,1,2,1
0,25,0,27.0,0,2,0
8,25,100,7.0,0,2,2
0,90,0,82.0,1,0,1
90,80,70,65.0,0,0,0
90,100,100,100.0,0,0,0
100,80,70,80.0,0,1,0
20,50,22,75.0,1,2,2
65,72,82,80.0,0,2,0
86,50,69,100.0,0,0,0
100,100,100,100.0,0,2,0
0,0,50,49.0,0,0,1
80,90,90,80.0,1,1,2
20,9,0,20.0,1,2,2
83,71,76,76.0,0,1,0
63,64,27,72.0,0,0,2
13,43,67,84.0,1,1,0
75,50,85,60.0,0,2,1
87,100,100,86.0,0,1,0
23,67,78,23.0,1,1,0
100,90,84,98.0,0,1,0
100,100,100,100.0,1,0,2
0,100,59,18.0,0,1,1
30,10,40,20.0,1,1,0
100,80,80,20.0,0,1,0
98,100,89,91.0,0,1,0
100,100,100,100.0,0,2,0
50,50,60,100.0,1,2,1
60,60,60,75.0,1,2,0
90,80,90,95.0,0,2,2
100,100,100,100.0,0,1,0
90,100,71,42.0,1,1,0
90,100,85,99.0,0,1,0
80,71,68,67.0,0,2,2
83,0,87,61.0,1,0,0
70,40,90,30.0,0,2,0
50,22,18,50.0,1,2,1
51,23,100,21.0,0,2,0
100,81,100,100.0,0,2,0
88,65,50,97.0,0,2,3
50,50,31,44.0,1,2,2
50,58,50,32.0,1,1,0
23,0,50,28.0,0,1,1
71,81,72,68.0,1,1,1
0,0,0,10.0,1,1,2
71,75,23,78.0,0,0,2
25,23,27,25.0,1,0,2
61,65,89,100.0,1,0,0
99,66,81,100.0,0,1,0
0,7,100,100.0,0,0,1
100,70,90,27.0,0,1,0
0,0,100,81.0,0,1,0
100,100,100,100.0,1,2,2
45,50,30,50.0,0,0,0
50,61,59,75.0,0,0,2
100,99,100,100.0,0,0,3
82,76,69,100.0,0,2,0
100,100,100,100.0,0,1,3
38,65,32,38.0,0,0,2
25,26,30,100.0,0,1,0
81,50,96,100.0,0,2,3
17,55,0,0.0,1,1,0
50,67,31,61.0,0,0,2
8,15,24,91.0,0,0,3
75,67,73,50.0,1,1,3
100,100,100,100.0,0,1,2
100,70,100,99.0,1,2,0
100,100,100,77.0,1,0,0
100,100,100,100.0,1,0,1
100,71,100,100.0,0,0,0
25,38,39,69.0,1,1,2
100,100,100,84.0,0,1,0
90,100,100,76.0,0,1,0
87,69,76,100.0,0,0,0
50,58,50,54.0,1,0,2
26,66,50,42.0,0,1,1
4,50,9,50.0,0,1,3
60,50,57,32.0,0,2,0
50,57,50,16.0,1,1,1
100,100,100,100.0,0,0,0
24,50,34,100.0,1,0,0
100,71,17,100.0,1,1,0
72,99,70,46.0,1,2,0
0,70,0,88.0,0,1,0
76,80,82,81.0,0,0,0
0,45,11,0.0,0,2,0
74,86,100,70.0,0,0,0
84,90,96,76.0,1,0,2
26,50,85,50.0,1,1,2
30,50,40,90.0,1,0,0
50,79,100,63.0,0,2,0
40,50,90,60.0,1,1,0
100,100,100,29.0,0,0,1
91,95,50,93.0,0,0,2
100,100,100,100.0,1,1,1
0,20,25,50.0,1,0,2
50,50,100,100.0,1,1,0
80,75,90,80.0,0,1,2
49,31,37,100.0,1,2,0
100,100,100,100.0,0,0,0
54,77,62,50.0,1,2,0
0,10,20,20.0,1,2,1
100,100,100,100.0,1,1,0
95,50,98,95.0,1,1,2
76,91,71,75.0,0,2,1
30,29,28,5.0,1,0,2
32,19,62,50.0,1,2,2
14,22,21,81.0,0,0,2
0,0,0,50.0,0,0,3
100,100,100,99.0,0,0,0
100,100,50,100.0,1,2,1
